185	683009
199	683009
298	338428
199	378557
143	151379
148	605775
247.5	57626
176	348286
348	338428
153	605775
191	348286
158	151379
378	605775
185	139487
146	605775
109	190565
308	338429
220	139487
141	113007
143	605775
249	190565
196	33435
247.5	57626
249	13141
99	25922
189	23203
236	340457
198	88900
169	113007
189	21768
156	51495
175	56587
170	338431
272	57630
251	28626
139	38403
335	31860
109	10880
149	223077
59	223077
119	1280
199	52785
59	113008
301	41698
87	88900
179	18622
108	24546
308	46472
339	5997
305	28626
45	91537
296	41483
95	108587
150	16995
69	9925
156	2316
198	10938
322	3698
79	9925
168	338432
450	15452
66	18622
205	33435
295	2727
188	4269
410	2065
182	16995
105	1438
134	31009
228	9992
53	38285
328	1829
214	670
184.5	512
176	1670
110	10881
464	1464
158	654
328	2469
69	2110
885	796
900	257920
43	1768
159	6825
97	831
36	35306
125	34581
139	855
298	36472
141	2462
268	2765
70	51495
138	1127
208	2296
99	245
84	56587
228	10939
155	6825
118	18127
85	23204
148	1024
368	63
261	398
624	401183
138	548
79	3647
155	1454
368	17020
776	12292
69	1407
148	32444
152	32412
84	729
295	193
228	1266
145	542
246	199
134	595
1008	108587
339	1174
172	13556
138	918
92	400
230	128
348	1129
185	1060
146	693
148	806
885	1286
148	1039
138	1444
283.5	1507
328	1091
295	1361
9.9	190
376	12
99	635
335	482
49	9194
198	1201
201	273
97.2	136
249	10423
99	44
172	596
158	2058
36	10881
149	208
320	606
60	16995
295	1075
169	850
378	1014
328	18127
288	627
295	4232
368	20
93	736
79	329
290	883
139	388
531	2765
110	101
9.9	50
272	543
367	252
277.2	141
179	1608
536	1009
154	898
86	958
178.2	164
85	216
270	649
228	936
165	1031
318	2420
960	1510
324	264
368	621
141	756
676	1782
203	306
174	227
195	36
151.5	1324
150	436
205	281
88	21769
50.5	1324
570	895
162	460
139	390
138	649
304	107
248	9314
129	1190
228	814
138	1187
428	316
152	2448
468	1040
776	6892
132	139
429	177168
398	274
1668	2412
249	694
162	243
115	460
268	951
885	431
210	1210
747	5
1060	2765
138	964
293	32279
198	926
1701	1507
594	635
139	42
166	571
95	895
930	1651
68	619
151	554
199	761
105	759
284	124
412	84
261	27
238	17020
189	3647
296	24275
243	248
144	771
644	31809
173	1577
231	77
149	208
268	18127
100	50
43	1949
1582	2765
214	60
402	109
165	127
155	1214
392	31421
260	261
268	379
518	21601
96	867
390	204
810	191
236	189
342	25895
328	1109
308	7067
88	375
428	649
168	136
670	100
348	808
93	1429
268	108
428	60
268.5	299
268.5	366
176	15
290	1159
86	15881
885	239
834	115
296	203
298	1296
378	129
202	179
318	906
410	492
296	776
328	719
179	1062
312	1040
149	1231
308	103
500	582
203	279
218	44
208.8	80
76	383
81	483
328	1949
328	526
1134	1507
322	33
153	78
360	644
298	276
368	162
262	34979
322	200
156	6
292	12693
179	134
126	150
268	7693
182	305
109	479
396	304
784	1421
676	5422
278	713
173	25243
378	236
1770	1361
168	43
176	190
369	513
198	286
338	435
298	510
428	380
368	97
780	347
352	54
165	630
105	100
358	1608
110	335
53	1257
556	855
206	278
256	210
303	1324
1308	3707
1428	77
276	548
250	1120
372	4
210	692
140	84
119	514
85	122
296	371
149	516
348	129
223.5	69
616	898
298	245
241	79
540	451
584	693
175	54
119	43
298	18
221	40
322	99
338	17020
702	38
260	10424
339	14
161	108
176	24
309	417
142	258
348	39
352	484
195	9992
149	206
1788	57
180	644
233	63
438	22
695	29
774	120
168	163
198	258
328	101
248	184
2598	207
606	1324
966	1809
458	128
268	1009
68	76
219	484
308	655
339	91
2469	105
188	102
348	238
870	9
118	203
53	78
1184	371
169	10
378	39
56	109
148	7068
176	220
286	177168
226	312
368	27
780	307
215	188
348	196
550	504
226	212
129	292
309	208
298	45
160	651
972	1375
268	14
390	151
202	277
596	860
425	293
256	98
528	89
1776	510
320	329
163	2725
233	61
388	338
368	33
692	107
310	290
276	1559
139	117
259	694
298	84
460	332
592	275
1590	8
212	463
632	2058
149	67
259	41
1232	898
149	152
138	114
189	850
560	2462
295	189
237	871
329	11
165	19
135	198
328	111
328	810
402	192
409	164
438	21
248	110
776	831
582	831
324	461
145	68
68	586
154	10940
528	930
298	1008
308	407
834	1573
150	628
299	123
278	1573
552	1444
360	1364
834	390
134	70
301	417
97	13
424	29
313	73
199	19
458	57
376	385
180	37
328	49
298	129
138	126
483	1809
220	86
828	1444
93	180
259	25
149	81
279	265
192	548
140	1210
147	271
169	1645
1776	776
380	895
1968	27
89	12
300	471
249	671
196.2	456
106	482
326	469
60	446
416	401183
672	163
2034	127
358	122
208	732
1036	601
1710	628
165	107
370	309
280	111
378	146
279	288
205	68
335	46
355	17
155	292
110	34
178	190
156	33
369	42
372	48
374	38
295.2	27
125	17
54	265
1434	63
280	67
2208	9
508	974
298	68
159	8
924	431
1500	582
378	448
185	33
536	596
95	187
247.5	9
153.75	91
133	1559
339	31
476	22
225	592
218	479
69	84
148	31
279	736
338	14
162.5	84
45	74
49	127
188	339
139	189
648	462
288	270
218	810
684	895
160	142
174	291
119	109
249	38
70	382
110	296
346	449
129	56
216	184
1288	453
278	58
1116	678
178	92
146	75
279	1126
169	68
47	182
216	37
528	128
368	252
223	60
338	81
1770	1286
752	558
900	429
420	692
167	210
176	112
201	2725
250.2	23
119	30
139.5	31
49	1665
470	155
250	82
298	27
288	138
396	635
1104	385
209	30
328	44
618	278
1848	32
820	548
388	32
504	22
390	308
335	46
178	190
259	15
197	270
409	62
338	14
540	1199
47	182
45	74
247.5	369
119	34
159	70
211	361
338	126
714	514
144	293
288	270
233	290
358	98
249	111
112	7693
270	491
438	15
378	58
259	31
1072	1009
270	930
115	783
620	38
100	491
119	30
358	27
1104	385
2034	310
1854	419
15	97
50	43
308	73
252	17
654	250
1367	21
180	245
153	39
1176	1421
169	153
166	82
220	86
504	235
408	133
167	210
382	169
536	27
111.8	32
368	252
135	353
54	265
1134	520
30	47
460	783
287	20
2208	9
1660	979
1458	1375
295	64
228	70
292	23
329.8	47
28	161
125	18
231	249
368	196
310	24
714	860
556	692
130	308
134	319
450	89
1488	140
346	449
210	759
318	45
1229	278
339	15
129	6
368	14
339	5
696	45
840	1440
268	89
260	45
139.5	44
231	246
106.2	27
220	19
247	1950
209	30
837	1126
458	2
45	1199
62	88
352	220
370	632
99	17
870	1217
218	55
149	77
138	611
250	17
298	125
1368	797
19.9	671
268	379
308	85
316	1559
704	484
388	86
150	182
149	79
154.5	279
187	8
79	99
66	36
197.6	27
2034	127
119	860
1500	582
136	137
99	11
870	68
1030	72
1710	628
328	62
1160	937
268	180
233	93
405	8
231	9
238	583
500	279
155	292
318	48
1016	974
176	484
203	35
238	514
619.5	53
972	630
176	927
298	71
184	44
76	56
384	246
145	74
43.5	291
146	13
708	411
480	353
584	120
904	332
1152	771
667	199
696	1608
178	92
278	389
201	276
109	335
372	168
126	183
258	27
720	96
179	166
298	209
368	25
76	40
218	810
145	61
188	4
294	299
600	15
68	1002
88	103
92	202
228	197
252	184
139.5	529
184.5	25
2544	482
792	77
247.5	9
1662	129
656	78
309	516
25.8	252
690	460
141	43
328	78
90	291
1288	453
1231	269
744	80
248	1
534	92
286	362
155	1121
1501	197
674	10
612	10
214	196
250	8
288	2725
98	62
308	80
662	54
1188	510
269	16
72	56
156	1559
1309	207
276	83
764	259
238	189
864	117
1008	183
153	476
175	27
40	423
378	114
540	12
197	9
714	583
292	120
178	11
1212	34
328	71
287	39
180	123
79	222
